ItemName,ItemID,BasePrice,SellPrice,PriceCoefficient,Weight,Width,Height,InventorySize,CategoryID,SubcategoryID,ShopName,PriceSource,StackCapacity,VisualName,CatalogVisualPath,IconVisualName,CatalogIconPath,DroppedVisualName,CatalogDroppedPath
Rusty Brake disc,9a8edaeb-cbe5-44f5-a748-698b46eb3a48,40,40,1.00,3,2,2,4,17,58,None (default),Repository TextAsset,4,Loot/BrakeDisc/BrakeDisc.prefab,Assets/Prefabs/Items/Loot/BrakeDisc/BrakeDisc.prefab,Loot/BrakeDisc/BrakeDisc_GUI.prefab,Assets/Prefabs/Items/Loot/BrakeDisc/BrakeDisc_GUI.prefab,,
Rusty hammer,36b66ae1-ee8c-41fa-8c35-5e0075d7f437,25,25,1.00,1.2,2,1,2,17,67,None (default),Repository TextAsset,,Loot/Hammer_01_M/Hammer_01_M.prefab,Assets/Prefabs/Items/Loot/Hammer_01_M/Hammer_01_M.prefab,Loot/Hammer_01_M/Hammer_01_M_GUI.prefab,Assets/Prefabs/Items/Loot/Hammer_01_M/Hammer_01_M_GUI.prefab,,
Safestash_page_1,1bb45f90-b57e-4e09-8628-9713559620cd,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
Safestash_page_2,ffdbb1a6-a348-4d0f-a3ea-2c40f87ba3be,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
Safety helmet blue,89e9e976-744f-4a89-880c-219a666741e4,100,100,1.00,0.5,2,2,4,7,31,None (default),Repository TextAsset,,Outfits/Helmets/SafetyHat/SafetyHat_Blue.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Blue.prefab,Outfits/Helmets/SafetyHat/SafetyHat_Blue_GUI.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Blue_GUI.prefab,Outfits/Helmets/SafetyHat/SafetyHat_Blue_Dropped.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Blue_Dropped.prefab
Safety helmet white,d5aa61e3-e23b-421d-867d-f99bc4690146,100,100,1.00,0.5,2,2,4,7,31,None (default),Repository TextAsset,,Outfits/Helmets/SafetyHat/SafetyHat_White.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_White.prefab,Outfits/Helmets/SafetyHat/SafetyHat_White_GUI.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_White_GUI.prefab,Outfits/Helmets/SafetyHat/SafetyHat_White_Dropped.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_White_Dropped.prefab
Safety helmet yellow,7499aee7-ebe6-4214-bd5b-abe4198a0799,100,100,1.00,0.5,2,2,4,7,31,SIMPLESHOP01,Repository TextAsset,,Outfits/Helmets/SafetyHat/SafetyHat_Yellow.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Yellow.prefab,Outfits/Helmets/SafetyHat/SafetyHat_Yellow_GUI.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Yellow_GUI.prefab,Outfits/Helmets/SafetyHat/SafetyHat_Yellow_Dropped.prefab,Assets/Prefabs/Items/Outfits/Helmets/SafetyHat/SafetyHat_Yellow_Dropped.prefab
Salade helmet,c244c7d8-d68f-442e-8dab-b9ddedb630b7,20000,20000,1.00,2.4,2,2,4,7,31,None (default),Repository TextAsset,,Outfits/Helmets/Salade_Helmet/Salade_Helmet.prefab,Assets/Prefabs/Items/Outfits/Helmets/Salade_Helmet/Salade_Helmet.prefab,Outfits/Helmets/Salade_Helmet/Salade_Helmet_GUI.prefab,Assets/Prefabs/Items/Outfits/Helmets/Salade_Helmet/Salade_Helmet_GUI.prefab,Outfits/Helmets/Salade_Helmet/Salade_Helmet_Dropped.prefab,Assets/Prefabs/Items/Outfits/Helmets/Salade_Helmet/Salade_Helmet_Dropped.prefab
Saltpeter,4faccef6-4ba0-4b69-b564-b421d96f47c2,10,10,1.00,1,1,1,1,17,64,None (default),Repository TextAsset,10,Loot/ANFO/Saltpeter.prefab,Assets/Prefabs/Items/Loot/ANFO/Saltpeter.prefab,Loot/ANFO/Saltpeter_GUI.prefab,Assets/Prefabs/Items/Loot/ANFO/Saltpeter_GUI.prefab,,
Sam M1911,76380735-2325-421d-9c3b-6e141468af77,1310,1310,1.00,0.5,2,1,2,1,2,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911.prefab,Weapons/Pistols/M1911/GUI/M1911_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_GUI.prefab,Weapons/Pistols/M1911/M1911_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Dropped.prefab
Sam M1911 barrel,043e44c0-3fd6-4f57-8192-d34704b8fec5,912,912,1.00,0.144,1,1,1,20,12,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911_Barrel.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Barrel.prefab,Weapons/Pistols/M1911/GUI/M1911_Barrel_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_Barrel_GUI.prefab,Weapons/Pistols/M1911/M1911_Barrel_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Barrel_Dropped.prefab
Sam M1911 ext. mag,9d2caad0-71a7-4d26-8546-bc90483b0c15,1200,1200,1.00,0.32,1,2,2,20,7,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911_Magazine_2.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Magazine_2.prefab,Weapons/Pistols/M1911/GUI/M1911_Magazine_2_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_Magazine_2_GUI.prefab,Weapons/Pistols/M1911/M1911_Magazine_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Magazine_2_Dropped.prefab
Sam M1911 mag,e0b2ced1-f8cb-48e6-b500-7f9069e2041a,690,690,1.00,0.16,1,1,1,20,7,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911_Magazine.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Magazine.prefab,Weapons/Pistols/M1911/GUI/M1911_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_Magazine_GUI.prefab,Weapons/Pistols/M1911/M1911_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Magazine_Dropped.prefab
Sam M1911 slide,28f87ad3-6524-44be-af6e-26dc917cbf09,1088,1088,1.00,0.25,2,1,2,20,16,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911_Receiver.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Receiver.prefab,Weapons/Pistols/M1911/GUI/M1911_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_Receiver_GUI.prefab,Weapons/Pistols/M1911/M1911_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Receiver_Dropped.prefab
Sam M1911 slide X,c9fd1c0c-ce4a-4e63-9f02-2d3182ad06b5,2900,2900,1.00,0.15,2,1,2,20,16,None (default),Repository TextAsset,,Weapons/Pistols/M1911/M1911_Receiver_2.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Receiver_2.prefab,Weapons/Pistols/M1911/GUI/M1911_Receiver_2_GUI.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/GUI/M1911_Receiver_2_GUI.prefab,Weapons/Pistols/M1911/M1911_Receiver_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/Pistols/M1911/M1911_Receiver_2_Dropped.prefab
Samovar,75a370aa-76a4-4254-9ff7-36a912a19c8d,16000,16000,1.00,7,3,3,9,17,39,None (default),Repository TextAsset,,Loot/Samovar/Samovar.prefab,Assets/Prefabs/Items/Loot/Samovar/Samovar.prefab,Loot/Samovar/Samovar_GUI.prefab,Assets/Prefabs/Items/Loot/Samovar/Samovar_GUI.prefab,,
SAPA12,c9eef5f9-8765-4ecb-8143-e7b574dc22e2,2700,2700,1.00,4,2,1,2,1,4,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Dropped.prefab
SAPA12 barrel,16ba9c5b-922c-4dfa-b211-4f30d480a725,1800,1800,1.00,1.1,3,1,3,20,12,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Barrel.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Barrel.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Barrel_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Barrel_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Barrel_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Barrel_Dropped.prefab
SAPA12 butt,59996ba4-8411-40d5-8bd2-a00d77c6c79e,1350,1350,1.00,0.8,2,1,2,20,11,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Butt.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Butt.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Butt_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Butt_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Butt_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Butt_Dropped.prefab
SAPA12 mag,461b3c0d-7cca-4b54-962c-35c73da45b5e,900,900,1.00,0.6,3,1,3,20,7,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Magazine.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Magazine.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Magazine_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Magazine_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Magazine_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Magazine_Dropped.prefab
SAPA12 receiver,43d1c529-3be5-445a-b2cf-4d89d1926152,2250,2250,1.00,0.7,2,1,2,20,13,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Receiver.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Receiver.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Receiver_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Receiver_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Receiver_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Receiver_Dropped.prefab
Sashiko sewing machine,658c3e97-c4cb-431d-b9fe-476441a23992,3600,5400,1.50,14,2,2,4,17,65,02_Port_YellowVan_RaidShop,Repository TextAsset,,Loot/SewingMachine/SewingMachine.prefab,Assets/Prefabs/Items/Loot/SewingMachine/SewingMachine.prefab,Loot/SewingMachine/SewingMachine_GUI.prefab,Assets/Prefabs/Items/Loot/SewingMachine/SewingMachine_GUI.prefab,,
Saw,ee95b91b-4bc7-4a2b-a175-30fd550a31d1,30,30,1.00,0.6,2,1,2,17,67,None (default),Repository TextAsset,,Loot/Saw/Saw.prefab,Assets/Prefabs/Items/Loot/Saw/Saw.prefab,Loot/Saw/Saw_GUI.prefab,Assets/Prefabs/Items/Loot/Saw/Saw_GUI.prefab,,
Scissors ,5b8562c8-1261-435a-8889-9144b4e736e7,30,30,1.00,0.2,1,1,1,17,67,None (default),Repository TextAsset,,Loot/Scissors/Scissors.prefab,Assets/Prefabs/Items/Loot/Scissors/Scissors.prefab,Loot/Scissors/Scissors_GUI.prefab,Assets/Prefabs/Items/Loot/Scissors/Scissors_GUI.prefab,,
Scissors for metal cutting,3dbff59d-49a2-43be-9ffb-fa1d1e68eb62,1700,1700,1.00,2.95,2,1,2,17,67,None (default),Repository TextAsset,,Loot/ShearsForMetal/ShearsForMetal.prefab,Assets/Prefabs/Items/Loot/ShearsForMetal/ShearsForMetal.prefab,Loot/ShearsForMetal/ShearsForMetal_GUI.prefab,Assets/Prefabs/Items/Loot/ShearsForMetal/ShearsForMetal_GUI.prefab,,
Scrap,0ac59f1d-258f-45ea-abc8-1795cba04be9,20,20,1.00,3,2,1,2,17,58,None (default),Repository TextAsset,10,Items/Droid/Inwards.prefab,Assets/Prefabs/Items/Droid/Inwards.prefab,Items/Droid/Inwards_GUI.prefab,Assets/Prefabs/Items/Droid/Inwards_GUI.prefab,,
Screwdriver,d8a25d58-6fad-4549-bf81-f106eb675ee8,12,12,1.00,0.2,1,1,1,17,67,None (default),Repository TextAsset,,Loot/Screwdriver/Screwdriver.prefab,Assets/Prefabs/Items/Loot/Screwdriver/Screwdriver.prefab,Loot/Screwdriver/Screwdriver_GUI.prefab,Assets/Prefabs/Items/Loot/Screwdriver/Screwdriver_GUI.prefab,,
Screws,9dd40a31-fe9f-4158-9575-a8e6780978bd,7,7,1.00,0.01,1,1,1,17,68,None (default),Repository TextAsset,50,Loot/Screw_01/Screw_01.prefab,Assets/Prefabs/Items/Loot/Screw_01/Screw_01.prefab,Loot/Screw_01/Screw_01_GUI.prefab,Assets/Prefabs/Items/Loot/Screw_01/Screw_01_GUI.prefab,Loot/TappingScrew/TappingScrew.prefab,Assets/Prefabs/Items/Loot/TappingScrew/TappingScrew.prefab
Sealant,b3b6f9c3-6b34-41dc-b5c6-1e43ffcbe7c2,9,9,1.00,0.25,1,1,1,17,64,None (default),Repository TextAsset,10,Loot/Sealant/Sealant.prefab,Assets/Prefabs/Items/Loot/Sealant/Sealant.prefab,Loot/Sealant/Sealant_GUI.prefab,Assets/Prefabs/Items/Loot/Sealant/Sealant_GUI.prefab,,
SeaSeal vest,6b31147a-42bd-4fe8-a7ae-e16570f3db62,2500,2500,1.00,2,3,3,9,6,22,None (default),Repository TextAsset,,Outfits/AssaultVests/SeaSealVest/SeaSealVest.prefab,Assets/Prefabs/Items/Outfits/AssaultVests/SeaSealVest/SeaSealVest.prefab,Outfits/AssaultVests/SeaSealVest/SeaSealVest_GUI.prefab,Assets/Prefabs/Items/Outfits/AssaultVests/SeaSealVest/SeaSealVest_GUI.prefab,Outfits/AssaultVests/SeaSealVest/SeaSealVest_Dropped.prefab,Assets/Prefabs/Items/Outfits/AssaultVests/SeaSealVest/SeaSealVest_Dropped.prefab
Sensor,4e237596-3fc5-4cda-abc4-5d912f089362,303,303,1.00,0.1,1,1,1,17,66,None (default),Repository TextAsset,,Loot/Sensor/Sensor.prefab,Assets/Prefabs/Items/Loot/Sensor/Sensor.prefab,Loot/Sensor/Sensor_GUI.prefab,Assets/Prefabs/Items/Loot/Sensor/Sensor_GUI.prefab,,
Servo Scoped Aim Lock Duration 1,34e82f86-3a19-4d24-8639-4958c8ca929c,21000,21000,1.00,0.5,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Servo Scoped Aim Lock Restoration 1,0cc4be0c-6a58-41a8-bf19-17d87ac225b7,16000,16000,1.00,0.5,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Servo Weapon Reload Speed 1,38ed2fcd-b0ab-423c-8883-88290739c6eb,11000,11000,1.00,1,1,1,1,31,,None (default),Repository TextAsset,,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Servo_B,150d8019-c953-40e7-a767-ac7f0a2ad182,100,100,1.00,2,1,1,1,17,66,None (default),Repository TextAsset,5,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Servo_C,0302daec-2867-4c53-9515-a2bfec7c2d9f,250,250,1.00,2,1,1,1,17,66,None (default),Repository TextAsset,5,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
Servo_D,81201066-4d42-4d21-8d78-87d0633a0db8,800,800,1.00,2,1,1,1,17,66,None (default),Repository TextAsset,5,Droid/Servo/Servo.prefab,Assets/Prefabs/Items/Droid/Servo/Servo.prefab,Droid/Servo/Servo_GUI.prefab,Assets/Prefabs/Items/Droid/Servo/Servo_GUI.prefab,,
ServoCure,0490f111-c829-42fb-9f39-2535a850d909,180,180,1.00,1,1,1,1,14,90,SIMPLESHOP01,Repository TextAsset,,Loot/RepairKitSmall/RepairKitSmall_Jammed.prefab,Assets/Prefabs/Items/Loot/RepairKitSmall/RepairKitSmall_Jammed.prefab,Loot/RepairKitSmall/RepairKitSmall_Jammed_GUI.prefab,Assets/Prefabs/Items/Loot/RepairKitSmall/RepairKitSmall_Jammed_GUI.prefab,,
ServoCure+,cd9976eb-64bb-4b58-a9a1-e1073bc1ed24,530,530,1.00,3,2,1,2,14,90,None (default),Repository TextAsset,,Loot/RepairKitMedium/RepairKitMedium_Jammed.prefab,Assets/Prefabs/Items/Loot/RepairKitMedium/RepairKitMedium_Jammed.prefab,Loot/RepairKitMedium/RepairKitMedium_Jammed_GUI.prefab,Assets/Prefabs/Items/Loot/RepairKitMedium/RepairKitMedium_Jammed_GUI.prefab,,
Session1Tutorial_Electric_Switch,03c07f1c-172b-4936-b105-12d3e1b7ebab,0,0,1.00,0,1,1,1,27,45,None (default),Repository TextAsset,,,,,,,
SessionShop,536666ee-f21b-4c5a-9220-9b0970a6afd9,0,0,1.00,0,1,1,1,8,,None (default),Repository TextAsset,,,,,,LootContainers/PlayerEquipmentContainer_Box_01.prefab,Assets/Prefabs/Items/LootContainers/PlayerEquipmentContainer_Box_01.prefab
Set of wrenches,27453ef3-26c8-4de6-80c0-2b5e60093827,2000,2000,1.00,3.5,2,2,4,17,67,None (default),Repository TextAsset,,Loot/SetOfWrenches/SetOfWrenches.prefab,Assets/Prefabs/Items/Loot/SetOfWrenches/SetOfWrenches.prefab,Loot/SetOfWrenches/SetOfWrenches_GUI.prefab,Assets/Prefabs/Items/Loot/SetOfWrenches/SetOfWrenches_GUI.prefab,,
Sewing kit ,26dc9c41-0908-4063-8be2-16b61ff0b9e5,10,10,1.00,0.5,1,1,1,17,67,None (default),Repository TextAsset,5,Loot/SewingKit/SewingKit.prefab,Assets/Prefabs/Items/Loot/SewingKit/SewingKit.prefab,Loot/SewingKit/SewingKit_GUI.prefab,Assets/Prefabs/Items/Loot/SewingKit/SewingKit_GUI.prefab,,
Sewing scissors,b4458dde-dcbb-4988-975e-f93fbd2c7396,500,500,1.00,0.25,1,1,1,17,67,None (default),Repository TextAsset,,Loot/SewingScissors/SewingScissors.prefab,Assets/Prefabs/Items/Loot/SewingScissors/SewingScissors.prefab,Loot/SewingScissors/SewingScissors_GUI.prefab,Assets/Prefabs/Items/Loot/SewingScissors/SewingScissors_GUI.prefab,,
SHARINGUN Collimator sight,ecdf5f38-60d6-4798-a4ac-4e1388583e89,2200,2200,1.00,0.4,1,1,1,20,30,None (default),Repository TextAsset,,Weapons/Modules/Sights/Sight_04.prefab,,Weapons/Modules/Sights/Sight_04_GUI.prefab,,Weapons/Modules/Sights/Sight_04_Dropped.prefab,
Shelter,9a1aa8dd-c559-454c-aa30-38f175081444,0,0,1.00,0,1,1,1,12,93,None (default),Repository TextAsset,,,,,,,
Shocker,17f481eb-0cb3-441c-a5d3-36bc7a047f9f,5000,5000,1.00,2,2,1,2,11,,01_Warehouse_YellowVan_RaidShop,Repository TextAsset,,Weapons/Melee/Electric_Baton/Electric_Baton.prefab,Assets/Prefabs/Items/Weapons/Melee/Electric_Baton/Electric_Baton.prefab,Weapons/Melee/Electric_Baton/Electric_Baton_GUI.prefab,Assets/Prefabs/Items/Weapons/Melee/Electric_Baton/Electric_Baton_GUI.prefab,Weapons/Melee/Electric_Baton/Electric_Baton_Dropped.prefab,Assets/Prefabs/Items/Weapons/Melee/Electric_Baton/Electric_Baton_Dropped.prefab
Shop box,71ada3a7-37ef-4aa7-8011-0b00447440cf,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
ShopCartForBuy,4745445a-86b9-4c9a-83a6-4e668f87e1da,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
ShopCartForSell,6a332b50-f509-4b1c-b9eb-ebb1f6b0b1ea,0,0,1.00,0,1,1,1,12,,None (default),Repository TextAsset,,,,,,,
Shotgun supressor,a7fcef8c-2bf0-48ed-ab29-7af4199d9d81,35000,35000,1.00,0.8,2,1,2,20,9,None (default),Repository TextAsset,,Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02.prefab,Assets/Prefabs/Items/Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02.prefab,Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02_GUI.prefab,Assets/Prefabs/Items/Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02_GUI.prefab,Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02_Dropped.prefab,Assets/Prefabs/Items/Weapons/Modules/Suppressors/Suppressor_02/Suppressor_02_Dropped.prefab
Shotgun_03_Barrel_02,4098fba7-33af-4f92-889c-2b1fd58937fc,5000,5000,1.00,0.75,2,1,2,20,12,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Barrel_02.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Barrel_02.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Barrel_02_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Barrel_02_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Barrel_02_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Barrel_02_Dropped.prefab
Shotgun_03_Butt_02,39ad92d6-0e24-4ccf-b585-be7dc54b4955,3500,3500,1.00,1.5,2,1,2,20,11,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Butt_2.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Butt_2.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Butt_2_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Butt_2_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Butt_2_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Butt_2_Dropped.prefab
Shotgun_03_Magazine_02,41ded33f-ed30-4de5-b611-1ae7dfe733d4,1000,1000,1.00,0.4,2,1,2,20,7,None (default),Repository TextAsset,,Weapons/Shotguns/SAPA/SAPA_Magazine_02.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Magazine_02.prefab,Weapons/Shotguns/SAPA/GUI/SAPA_Magazine_02_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/GUI/SAPA_Magazine_02_GUI.prefab,Weapons/Shotguns/SAPA/SAPA_Magazine_02_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/SAPA/SAPA_Magazine_02_Dropped.prefab
Shotgun_05,c33d4977-384c-4302-8e21-a58c773ca981,6240,6240,1.00,3,5,1,5,1,4,None (default),Repository TextAsset,,Weapons/Shotguns/Shotgun_05/Shotgun_05.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_05/Shotgun_05.prefab,Weapons/Shotguns/Shotgun_05/GUI/Shotgun_05_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_05/GUI/Shotgun_05_GUI.prefab,Weapons/Shotguns/Shotgun_05/Shotgun_05_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_05/Shotgun_05_Dropped.prefab
Shotgun_05_Magazine_01,aab163e1-d00a-4bf1-9f96-d39e03248628,3360,3360,1.00,0.4,1,1,1,20,7,None (default),Repository TextAsset,,,,Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_Shotgun_Magazine_1_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_Shotgun_Magazine_1_GUI.prefab,,
Shotgun_06,4f8bad65-fabb-4ef2-9aca-74952951d0c6,6500,6500,1.00,4,6,1,6,1,4,None (default),Repository TextAsset,,Weapons/Shotguns/Shotgun_06/Shotgun_06.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_06/Shotgun_06.prefab,Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_GUI.prefab,Weapons/Shotguns/Shotgun_06/Shotgun_06_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_06/Shotgun_06_Dropped.prefab
Shotgun_06_Magazine_01,c6623cb5-3520-4ddb-80f5-50d9d32df1bf,3500,3500,1.00,0.4,1,1,1,20,7,None (default),Repository TextAsset,,,,Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_Shotgun_Magazine_2_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_06/GUI/Shotgun_06_Shotgun_Magazine_2_GUI.prefab,,
Shotgun_07,bf9eaf18-cd45-4c56-9871-6f8927c4843f,5200,5200,1.00,2.4,3,1,3,1,4,None (default),Repository TextAsset,,Weapons/Shotguns/Shotgun_07/Shotgun_07.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_07/Shotgun_07.prefab,Weapons/Shotguns/Shotgun_07/GUI/Shotgun_07_GUI.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_07/GUI/Shotgun_07_GUI.prefab,Weapons/Shotguns/Shotgun_07/Shotgun_07_Dropped.prefab,Assets/Prefabs/Items/Weapons/Shotguns/Shotgun_07/Shotgun_07_Dropped.prefab
Shovel_01_M,52329c11-5d35-426b-9378-180c86adad3b,64,64,1.00,3,1,2,2,17,67,None (default),Repository TextAsset,,Loot/Shovel_01_M/Shovel_01_M.prefab,Assets/Prefabs/Items/Loot/Shovel_01_M/Shovel_01_M.prefab,Loot/Shovel_01_M/Shovel_01_M_GUI.prefab,Assets/Prefabs/Items/Loot/Shovel_01_M/Shovel_01_M_GUI.prefab,,
